Cia	Prj	Parte_Prj	Nivel	Valor	ValorAcumulado	Nivel1	Nivel2	Nivel3	Nivel4	Nivel5	Proyecto
Sp	31200	0170	4	568.00	568.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 568,00€	        634348.0170 (Operación) - 7.604,76€	            145512 (Recep OC) - 568,00€		Sp-31200.0170
Sp	31200	0170	4	695.40	695.40	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 695,40€	        634348.0170 (Operación) - 7.604,76€	            145512 (Recep OC) - 695,40€		Sp-31200.0170
Sp	31200	0170	4	1417.04	1417.04	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 1.417,04€	        634348.0170 (Operación) - 7.604,76€	            140844 (Transfer. Stock) - 1.417,04€		Sp-31200.0170
Sp	31200	0170	4	2.60	2.60	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 2,60€	        634348.0170 (Operación) - 7.604,76€	            104149 (Estándar) - 2,60€		Sp-31200.0170
Sp	31200	0170	4	3040.00	3040.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 3.040,00€	        634348.0170 (Operación) - 7.604,76€	            140550 (Recep OC) - 3.040,00€		Sp-31200.0170
Sp	31200	0170	4	5657.40	5657.40	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 5.657,40€	        634348.0170 (Operación) - 7.604,76€	            145782 (Recep OC) - 5.657,40€		Sp-31200.0170
Sp	31200	0170	4	21.39	21.39	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 21,39€	        634348.0170 (Operación) - 7.604,76€	            104003 (Estándar) - 21,39€		Sp-31200.0170
Sp	31200	0170	4	47.50	47.50	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 47,50€	        634348.0170 (Operación) - 7.604,76€	            71254.02.210.016 (Estándar) - 47,50€		Sp-31200.0170
Sp	31200	0170	4	9.30	9.30	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 9,30€	        634348.0170 (Operación) - 7.604,76€	            145139 (Estándar) - 9,30€		Sp-31200.0170
Sp	31200	0170	4	3.60	3.60	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 3,60€	        634348.0170 (Operación) - 7.604,76€	            141049 (Estándar) - 3,60€		Sp-31200.0170
Sp	31200	0170	4	6.49	6.49	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 6,49€	        634348.0170 (Operación) - 7.604,76€	            102804 (Estándar) - 6,49€		Sp-31200.0170
Sp	31200	0170	4	0.00	0.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 0,00€	        634348.0170 (Operación) - 7.604,76€	            125853 (Estándar) - 0,00€		Sp-31200.0170
Sp	31200	0170	4	18.82	18.82	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 18,82€	        634348.0170 (Operación) - 7.604,76€	            110860 (Estándar) - 18,82€		Sp-31200.0170
Sp	31200	0170	4	0.90	0.90	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 0,90€	        634348.0170 (Operación) - 7.604,76€	            141049 (Estándar) - 0,90€		Sp-31200.0170
Sp	31200	0170	4	173.90	173.90	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 173,90€	        634348.0170 (Operación) - 7.604,76€	            110647 (Estándar) - 173,90€		Sp-31200.0170
Sp	31200	0170	4	3.50	3.50	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 3,50€	        634348.0170 (Operación) - 7.604,76€	            104652 (Estándar) - 3,50€		Sp-31200.0170
Sp	31200	0170	4	4.46	4.46	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 4,46€	        634348.0170 (Operación) - 7.604,76€	            138467 (Estándar) - 4,46€		Sp-31200.0170
Sp	31200	0170	4	2.70	2.70	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 2,70€	        634348.0170 (Operación) - 7.604,76€	            138502 (Estándar) - 2,70€		Sp-31200.0170
Sp	31200	0170	4	7.90	7.90	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 7,90€	        634348.0170 (Operación) - 7.604,76€	            21020.01.403.040 (Estándar) - 7,90€		Sp-31200.0170
Sp	31200	0170	4	1654.08	1654.08	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 1.654,08€	        634348.0170 (Operación) - 7.604,76€	            145781 (Recep OC) - 1.654,08€		Sp-31200.0170
Sp	31200	0170	4	6.20	6.20	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 6,20€	        634348.0170 (Operación) - 7.604,76€	            125853 (Estándar) - 6,20€		Sp-31200.0170
Sp	31200	0170	4	490.86	490.86	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 490,86€	        634348.0170 (Operación) - 7.604,76€	            104203 (Recep OC) - 490,86€		Sp-31200.0170
Sp	31200	0170	4	3.60	3.60	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 3,60€	        634348.0170 (Operación) - 7.604,76€	            104831 (Estándar) - 3,60€		Sp-31200.0170
Sp	31200	0170	4	692.55	692.55	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 692,55€	        634348.0170 (Operación) - 7.604,76€	            138587 (Recep OC) - 692,55€		Sp-31200.0170
Sp	31200	0170	4	289.23	289.23	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 289,23€	        634348.0170 (Operación) - 7.604,76€	            111543 (Recep OC) - 289,23€		Sp-31200.0170
Sp	31200	0170	4	170.00	170.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 170,00€	        634348.0170 (Operación) - 7.604,76€	            116162 (Recep OC) - 170,00€		Sp-31200.0170
Sp	31200	0170	4	44.31	44.31	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 44,31€	        634348.0170 (Operación) - 7.604,76€	            120978 (Recep OC) - 44,31€		Sp-31200.0170
Sp	31200	0170	4	367.92	367.92	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 367,92€	        634348.0170 (Operación) - 7.604,76€	            141630 (Recep OC) - 367,92€		Sp-31200.0170
Sp	31200	0170	4	306.80	306.80	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 306,80€	        634348.0170 (Operación) - 7.604,76€	            141631 (Recep OC) - 306,80€		Sp-31200.0170
Sp	31200	0170	4	91.87	91.87	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 91,87€	        634348.0170 (Operación) - 7.604,76€	            141632 (Recep OC) - 91,87€		Sp-31200.0170
Sp	31200	0170	4	42.72	42.72	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 42,72€	        634348.0170 (Operación) - 7.604,76€	            104280 (Estándar) - 42,72€		Sp-31200.0170
Sp	31200	0170	4	46.50	46.50	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 46,50€	        634348.0170 (Operación) - 7.604,76€	            141634 (Recep OC) - 46,50€		Sp-31200.0170
Sp	31200	0170	4	134.40	134.40	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 134,40€	        634348.0170 (Operación) - 7.604,76€	            144647 (Recep OC) - 134,40€		Sp-31200.0170
Sp	31200	0170	4	241.80	241.80	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 241,80€	        634348.0170 (Operación) - 7.604,76€	            144648 (Recep OC) - 241,80€		Sp-31200.0170
Sp	31200	0170	4	949.62	949.62	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 949,62€	        634348.0170 (Operación) - 7.604,76€	            99015 (Recep OC) - 949,62€		Sp-31200.0170
Sp	31200	0170	4	1345.36	1345.36	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 1.345,36€	        634348.0170 (Operación) - 7.604,76€	            99016 (Recep OC) - 1.345,36€		Sp-31200.0170
Sp	31200	0170	4	182.00	182.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 182,00€	        634348.0170 (Operación) - 7.604,76€	            99017 (Recep OC) - 182,00€		Sp-31200.0170
Sp	31200	0170	4	1737.96	1737.96	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 1.737,96€	        634348.0170 (Operación) - 7.604,76€	            99018 (Recep OC) - 1.737,96€		Sp-31200.0170
Sp	31200	0170	4	20.40	20.40	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 20,40€	        634348.0170 (Operación) - 7.604,76€	            141635 (Recep OC) - 20,40€		Sp-31200.0170
Sp	31200	0170	4	4003.72	4003.72	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 4.003,72€	        634348.0170 (Operación) - 7.604,76€	            99019 (Recep OC) - 4.003,72€		Sp-31200.0170
Sp	31200	0170	4	50.22	50.22	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 50,22€	        634348.0170 (Operación) - 7.604,76€	            104244 (Estándar) - 50,22€		Sp-31200.0170
Sp	31200	0170	4	8.11	8.11	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 8,11€	        634348.0170 (Operación) - 7.604,76€	            102804 (Estándar) - 8,11€		Sp-31200.0170
Sp	31200	0170	4	4.44	4.44	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 4,44€	        634348.0170 (Operación) - 7.604,76€	            131028 (Estándar) - 4,44€		Sp-31200.0170
Sp	31200	0170	4	32.89	32.89	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 32,89€	        634348.0170 (Operación) - 7.604,76€	            117356 (Estándar) - 32,89€		Sp-31200.0170
Sp	31200	0170	4	13.00	13.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 13,00€	        634348.0170 (Operación) - 7.604,76€	            104153 (Estándar) - 13,00€		Sp-31200.0170
Sp	31200	0170	4	9.90	9.90	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 9,90€	        634348.0170 (Operación) - 7.604,76€	            104268 (Estándar) - 9,90€		Sp-31200.0170
Sp	31200	0170	4	0.55	0.55	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 0,55€	        634348.0170 (Operación) - 7.604,76€	            109118 (Estándar) - 0,55€		Sp-31200.0170
Sp	31200	0170	4	4.27	4.27	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 4,27€	        634348.0170 (Operación) - 7.604,76€	            100977 (Estándar) - 4,27€		Sp-31200.0170
Sp	31200	0170	4	73.68	73.68	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 73,68€	        634348.0170 (Operación) - 7.604,76€	            104226 (Estándar) - 73,68€		Sp-31200.0170
Sp	31200	0170	4	54.54	54.54	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 54,54€	        634348.0170 (Operación) - 7.604,76€	            104203 (Estándar) - 54,54€		Sp-31200.0170
Sp	31200	0170	4	5.60	5.60	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 5,60€	        634348.0170 (Operación) - 7.604,76€	            101452 (Estándar) - 5,60€		Sp-31200.0170
Sp	31200	0170	4	7.00	7.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 7,00€	        634348.0170 (Operación) - 7.604,76€	            104652 (Estándar) - 7,00€		Sp-31200.0170
Sp	31200	0170	4	1.40	1.40	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 1,40€	        634348.0170 (Operación) - 7.604,76€	            101377 (Estándar) - 1,40€		Sp-31200.0170
Sp	31200	0170	4	0.00	0.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 0,00€	        634348.0170 (Operación) - 7.604,76€	            104660 (Estándar) - 0,00€		Sp-31200.0170
Sp	31200	0170	4	6.60	6.60	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 6,60€	        634348.0170 (Operación) - 7.604,76€	            105978 (Estándar) - 6,60€		Sp-31200.0170
Sp	31200	0170	4	75.00	75.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 75,00€	        634348.0170 (Operación) - 7.604,76€	            116416 (Estándar) - 75,00€		Sp-31200.0170
Sp	31200	0170	4	54.54	54.54	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 54,54€	        634348.0170 (Operación) - 7.604,76€	            104203 (Estándar) - 54,54€		Sp-31200.0170
Sp	31200	0170	4	4976.01	4976.01	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 4.976,01€	        634348.0170 (Operación) - 7.604,76€	            99020 (Recep OC) - 4.976,01€		Sp-31200.0170
Sp	31200	0170	4	3664.20	3664.20	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 3.664,20€	        634348.0170 (Operación) - 7.604,76€	            99021 (Recep OC) - 3.664,20€		Sp-31200.0170
Sp	31200	0170	4	459.90	459.90	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 459,90€	        634348.0170 (Operación) - 7.604,76€	            99022 (Recep OC) - 459,90€		Sp-31200.0170
Sp	31200	0170	4	4072.20	4072.20	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 4.072,20€	        634348.0170 (Operación) - 7.604,76€	            115660 (Recep OC) - 4.072,20€		Sp-31200.0170
Sp	31200	0170	4	905.84	905.84	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 905,84€	        634348.0170 (Operación) - 7.604,76€	            115662 (Recep OC) - 905,84€		Sp-31200.0170
Sp	31200	0170	4	136.00	136.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 136,00€	        634348.0170 (Operación) - 7.604,76€	            116162 (Recep OC) - 136,00€		Sp-31200.0170
Sp	31200	0170	4	124.07	124.07	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 124,07€	        634348.0170 (Operación) - 7.604,76€	            120978 (Recep OC) - 124,07€		Sp-31200.0170
Sp	31200	0170	4	875.61	875.61	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 875,61€	        634348.0170 (Operación) - 7.604,76€	            125933 (Recep OC) - 875,61€		Sp-31200.0170
Sp	31200	0170	4	161.00	161.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 161,00€	        634348.0170 (Operación) - 7.604,76€	            131929 (Recep OC) - 161,00€		Sp-31200.0170
Sp	31200	0170	4	194.35	194.35	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 194,35€	        634348.0170 (Operación) - 7.604,76€	            115658 (Recep OC) - 194,35€		Sp-31200.0170
Sp	31200	0170	4	318.01	318.01	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 318,01€	        634348.0170 (Operación) - 7.604,76€	            135231 (Recep OC) - 318,01€		Sp-31200.0170
Sp	31200	0170	4	3856.00	3856.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 3.856,00€	        634348.0170 (Operación) - 7.604,76€	            135712 (Recep OC) - 3.856,00€		Sp-31200.0170
Sp	31200	0170	4	14.40	14.40	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 14,40€	        634348.0170 (Operación) - 7.604,76€	            138580 (Recep OC) - 14,40€		Sp-31200.0170
Sp	31200	0170	4	15.45	15.45	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 15,45€	        634348.0170 (Operación) - 7.604,76€	            138584 (Recep OC) - 15,45€		Sp-31200.0170
Sp	31200	0170	4	108.15	108.15	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 108,15€	        634348.0170 (Operación) - 7.604,76€	            138584 (Recep OC) - 108,15€		Sp-31200.0170
Sp	31200	0170	4	100.50	100.50	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 100,50€	        634348.0170 (Operación) - 7.604,76€	            138585 (Recep OC) - 100,50€		Sp-31200.0170
Sp	31200	0170	4	97.20	97.20	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 97,20€	        634348.0170 (Operación) - 7.604,76€	            138587 (Recep OC) - 97,20€		Sp-31200.0170
Sp	31200	0170	4	1687.00	1687.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 1.687,00€	        634348.0170 (Operación) - 7.604,76€	            135711 (Recep OC) - 1.687,00€		Sp-31200.0170
Sp	31200	0170	4	57.60	57.60	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 57,60€	        634348.0170 (Operación) - 7.604,76€	            104009 (Recep OC) - 57,60€		Sp-31200.0170
Sp	31200	0170	4	571.14	571.14	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 571,14€	        634348.0170 (Operación) - 7.604,76€	            145512 (Transfer. Stock) - 571,14€		Sp-31200.0170
Sp	31200	0170	4	4.38	4.38	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 4,38€	        634348.0170 (Operación) - 7.604,76€	            104224 (Estándar) - 4,38€		Sp-31200.0170
Sp	31200	0170	4	139.50	139.50	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 139,50€	        634348.0170 (Operación) - 7.604,76€	            99023 (Recep OC) - 139,50€		Sp-31200.0170
Sp	31200	0170	4	1.80	1.80	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 1,80€	        634348.0170 (Operación) - 7.604,76€	            132962 (Estándar) - 1,80€		Sp-31200.0170
Sp	31200	0170	4	1.10	1.10	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 1,10€	        634348.0170 (Operación) - 7.604,76€	            104840 (Estándar) - 1,10€		Sp-31200.0170
Sp	31200	0170	4	17.53	17.53	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 17,53€	        634348.0170 (Operación) - 7.604,76€	            104224 (Estándar) - 17,53€		Sp-31200.0170
Sp	31200	0170	4	2.72	2.72	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 2,72€	        634348.0170 (Operación) - 7.604,76€	            104186 (Estándar) - 2,72€		Sp-31200.0170
Sp	31200	0170	4	35.57	35.57	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 35,57€	        634348.0170 (Operación) - 7.604,76€	            104240 (Estándar) - 35,57€		Sp-31200.0170
Sp	31200	0170	4	48.00	48.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 48,00€	        634348.0170 (Operación) - 7.604,76€	            104148 (Estándar) - 48,00€		Sp-31200.0170
Sp	31200	0170	4	1.98	1.98	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 1,98€	        634348.0170 (Operación) - 7.604,76€	            123184 (Estándar) - 1,98€		Sp-31200.0170
Sp	31200	0170	4	1.86	1.86	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 1,86€	        634348.0170 (Operación) - 7.604,76€	            123216 (Estándar) - 1,86€		Sp-31200.0170
Sp	31200	0170	4	1.12	1.12	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 1,12€	        634348.0170 (Operación) - 7.604,76€	            101452 (Estándar) - 1,12€		Sp-31200.0170
Sp	31200	0170	4	1.40	1.40	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 1,40€	        634348.0170 (Operación) - 7.604,76€	            104652 (Estándar) - 1,40€		Sp-31200.0170
Sp	31200	0170	4	0.36	0.36	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 0,36€	        634348.0170 (Operación) - 7.604,76€	            105202 (Estándar) - 0,36€		Sp-31200.0170
Sp	31200	0170	4	4.27	4.27	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 4,27€	        634348.0170 (Operación) - 7.604,76€	            100977 (Estándar) - 4,27€		Sp-31200.0170
Sp	31200	0170	4	11.27	11.27	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 11,27€	        634348.0170 (Operación) - 7.604,76€	            104241 (Estándar) - 11,27€		Sp-31200.0170
Sp	31200	0170	4	13.60	13.60	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 13,60€	        634348.0170 (Operación) - 7.604,76€	            104201 (Estándar) - 13,60€		Sp-31200.0170
Sp	31200	0170	4	203.00	203.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 203,00€	        634348.0170 (Operación) - 7.604,76€	            138589 (Recep OC) - 203,00€		Sp-31200.0170
Sp	31200	0170	4	589.50	589.50	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 589,50€	        634348.0170 (Operación) - 7.604,76€	            145513 (Recep OC) - 589,50€		Sp-31200.0170
Sp	31200	0170	4	8.00	8.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 8,00€	        634348.0170 (Operación) - 7.604,76€	            105280 (Estándar) - 8,00€		Sp-31200.0170
Sp	31200	0170	4	122.75	122.75	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 122,75€	        634348.0170 (Operación) - 7.604,76€	            145513 (Recep OC) - 122,75€		Sp-31200.0170
Sp	31200	0170	4	45.34	45.34	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 45,34€	        634348.0170 (Operación) - 7.604,76€	            21020.00.400.011 (Estándar) - 45,34€		Sp-31200.0170
Sp	31200	0170	4	320.00	320.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 320,00€	        634348.0170 (Operación) - 7.604,76€	            21020.00.400.401 (Estándar) - 320,00€		Sp-31200.0170
Sp	31200	0170	4	30.22	30.22	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 30,22€	        634348.0170 (Operación) - 7.604,76€	            21020.00.401.810 (Estándar) - 30,22€		Sp-31200.0170
Sp	31200	0170	4	1403.28	1403.28	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 1.403,28€	        634348.0170 (Operación) - 7.604,76€	            124892 (Recep OC) - 1.403,28€		Sp-31200.0170
Sp	31200	0170	4	35.00	35.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 35,00€	        634348.0170 (Operación) - 7.604,76€	            126224 (Recep OC) - 35,00€		Sp-31200.0170
Sp	31200	0170	4	45.00	45.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 45,00€	        634348.0170 (Operación) - 7.604,76€	            126225 (Recep OC) - 45,00€		Sp-31200.0170
Sp	31200	0170	4	124.67	124.67	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 124,67€	        634348.0170 (Operación) - 7.604,76€	            21020.00.300.610 (Estándar) - 124,67€		Sp-31200.0170
Sp	31200	0170	4	1018.50	1018.50	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 1.018,50€	        634348.0170 (Operación) - 7.604,76€	            130908 (Recep OC) - 1.018,50€		Sp-31200.0170
Sp	31200	0170	4	38.05	38.05	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 38,05€	        634348.0170 (Operación) - 7.604,76€	            138978 (Recep OC) - 38,05€		Sp-31200.0170
Sp	31200	0170	4	378.22	378.22	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 378,22€	        634348.0170 (Operación) - 7.604,76€	            138979 (Recep OC) - 378,22€		Sp-31200.0170
Sp	31200	0170	4	47.28	47.28	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 47,28€	        634348.0170 (Operación) - 7.604,76€	            138979 (Recep OC) - 47,28€		Sp-31200.0170
Sp	31200	0170	4	772.20	772.20	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 772,20€	        634348.0170 (Operación) - 7.604,76€	            140283 (Recep OC) - 772,20€		Sp-31200.0170
Sp	31200	0170	4	772.20	772.20	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 772,20€	        634348.0170 (Operación) - 7.604,76€	            140283 (Recep OC) - 772,20€		Sp-31200.0170
Sp	31200	0170	4	200.62	200.62	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 200,62€	        634348.0170 (Operación) - 7.604,76€	            141361 (Recep OC) - 200,62€		Sp-31200.0170
Sp	31200	0170	4	339.50	339.50	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 339,50€	        634348.0170 (Operación) - 7.604,76€	            130908 (Recep OC) - 339,50€		Sp-31200.0170
Sp	31200	0170	4	16.60	16.60	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 16,60€	        634348.0170 (Operación) - 7.604,76€	            141853 (Recep OC) - 16,60€		Sp-31200.0170
Sp	31200	0170	4	14.58	14.58	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 14,58€	        634348.0170 (Operación) - 7.604,76€	            21020.00.300.411 (Estándar) - 14,58€		Sp-31200.0170
Sp	31200	0170	4	5195.53	5195.53	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 5.195,53€	        634348.0170 (Operación) - 7.604,76€	            99111 (Recep OC) - 5.195,53€		Sp-31200.0170
Sp	31200	0170	4	130.00	130.00	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 130,00€	        634348.0170 (Operación) - 7.604,76€	            99107 (Recep OC) - 130,00€		Sp-31200.0170
Sp	31200	0170	4	20.47	20.47	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 20,47€	        634348.0170 (Operación) - 7.604,76€	            126344 (Recep OC) - 20,47€		Sp-31200.0170
Sp	31200	0170	4	-20.47	-20.47	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - -20,47€	        634348.0170 (Operación) - 7.604,76€	            126344 (Recep OC) - -20,47€		Sp-31200.0170
Sp	31200	0170	4	20.47	20.47	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 20,47€	        634348.0170 (Operación) - 7.604,76€	            126344 (Recep OC) - 20,47€		Sp-31200.0170
Sp	31200	0170	4	62.65	62.65	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 62,65€	        634348.0170 (Operación) - 7.604,76€	            126344 (Recep OC) - 62,65€		Sp-31200.0170
Sp	31200	0170	4	58.38	58.38	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 58,38€	        634348.0170 (Operación) - 7.604,76€	            126365 (Recep OC) - 58,38€		Sp-31200.0170
Sp	31200	0170	4	133.03	133.03	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 133,03€	        634348.0170 (Operación) - 7.604,76€	            21020.00.300.011 (Estándar) - 133,03€		Sp-31200.0170
Sp	31200	0170	4	-58.38	-58.38	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - -58,38€	        634348.0170 (Operación) - 7.604,76€	            126365 (Recep OC) - -58,38€		Sp-31200.0170
Sp	31200	0170	4	52.36	52.36	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 52,36€	        634348.0170 (Operación) - 7.604,76€	            126365 (Transfer. Stock) - 52,36€		Sp-31200.0170
Sp	31200	0170	4	9.09	9.09	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 9,09€	        634348.0170 (Operación) - 7.604,76€	            126940 (Transfer. Stock) - 9,09€		Sp-31200.0170
Sp	31200	0170	4	99.97	99.97	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 99,97€	        634348.0170 (Operación) - 7.604,76€	            126940 (Transfer. Stock) - 99,97€		Sp-31200.0170
Sp	31200	0170	4	343.71	343.71	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 343,71€	        634348.0170 (Operación) - 7.604,76€	            131033 (Recep OC) - 343,71€		Sp-31200.0170
Sp	31200	0170	4	3463.69	3463.69	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - 3.463,69€	        634348.0170 (Operación) - 7.604,76€	            99111 (Recep OC) - 3.463,69€		Sp-31200.0170
Sp	31200	0170	4	-3463.69	-3463.69	31200.0170 -  03 - Fabricación	    31200.0170 - Subproyecto - -3.463,69€	        634348.0170 (Operación) - 7.604,76€	            99111 (Recep OC) - -3.463,69€		Sp-31200.0170
