Row	Column	Wks	Value
DESMONTAJE	MONTAJE MECÁNICO	2024.17	32940
PUESTA EN MARCHA EN PLANTA	DISEÑO ELÉCTRICO	2024.17	140400
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.17	118800
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.17	477996
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.17	153395.57
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.17	26664
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.17	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.17	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.17	5215.98
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.17	3694.55
RECEPCION UTILES	MONTAJE MECÁNICO	2024.17	6126.99
RECEPCION UTILES	MATERIAL MECÁNICO	2024.17	2546.25
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.17	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.17	100.56
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.17	717.66
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.17	20693.56
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2024.17	90142.92
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.17	848.98
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.17	28035.85
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.17	10457
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.17	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.17	258996.5
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2024.17	32208
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.17	4.64
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.17	124.19
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.17	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.17	4044.93
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.17	7952.91
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.17	89100
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.17	1633.88
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.17	109451.96
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2024.17	208.33
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2024.17	83340.91
MONTAJE EN SERRA	MATERIAL FLUIDOS	2024.17	917.7
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.17	412.5
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.17	352361.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2024.17	1521.16
FABRICACION UTILES/GARRAS	METROLOGÍA	2024.17	5401.61
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2024.17	94308.9
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.17	667.84
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.17	8070.74
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.17	2135
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.17	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.17	104768
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2024.17	91826.6
GRANDES COMPRAS	MATERIAL MECÁNICO	2024.17	308993.9
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.17	9920.6
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.17	3693.28
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2024.17	78.55
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2024.49	57968.4
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2024.49	89422.18
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2024.49	22735.66
GESTION Y COORDINACION	ROBÓTICA	2024.49	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2024.49	6127.3
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2024.49	13950.24
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.49	8825.42
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.49	15000
DISEÑO HARDWARE	DISEÑO NR	2024.49	10611.33
DISEÑO HARDWARE	MATERIAL MECÁNICO	2024.49	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2024.49	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.49	12758.48
DISEÑO SOFTWARE	ROBÓTICA	2024.49	47426.8
ROBCAD	ROBCAD	2024.49	44967.19
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.49	5273.28
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.49	18000
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.49	14287.19
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2024.49	10461.5
PUESTA EN MARCHA EN SERRA	FABRICACIÓN MECÁNICA	2024.49	856.25
DESMONTAJE	MONTAJE MECÁNICO	2024.49	3960
DESMONTAJE	MONTAJE MECÁNICO	2024.49	6588
DESMONTAJE	INSTALACIÓN E.N.R.	2024.49	1985.44
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.49	575.74
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2024.49	437.16
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2024.49	10394.8
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.49	477996
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.49	21108.92
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.49	201099.42
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.49	29023.5
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.49	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.49	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.49	8523.62
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.49	3694.55
RECEPCION UTILES	MATERIAL MECÁNICO	2024.49	277.61
RECEPCION UTILES	MATERIAL MECÁNICO	2024.49	2930.33
RECEPCION UTILES	MONTAJE MECÁNICO	2024.49	15045.08
RECEPCION UTILES	MATERIAL FLUIDOS	2024.49	141.6
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.49	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.49	177.18
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.49	4251.37
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.49	20693.56
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2024.49	96480.46
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.49	874.96
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.49	32584.58
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.49	16706.5
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.49	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.49	320232.05
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2024.49	36132.57
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2024.49	201.29
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.49	31.88
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.49	206.05
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.49	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.49	4019.35
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.49	21913.01
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.49	29558
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.49	11825.18
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.49	107160.55
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2024.49	208.33
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2024.49	97590.69
MONTAJE EN SERRA	MATERIAL FLUIDOS	2024.49	2623.69
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.49	27396.25
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.49	492219.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2024.49	3819.28
FABRICACION UTILES/GARRAS	METROLOGÍA	2024.49	12677.84
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2024.49	124402.24
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.49	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2024.49	809.14
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.49	88
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.49	667.84
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.49	8469.46
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.49	5799
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.49	2723.14
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.49	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.49	107708.78
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2024.49	97018.34
GRANDES COMPRAS	MATERIAL MECÁNICO	2024.49	420612.8
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.49	9920.06
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.49	3693.28
COSTES EVITABLES	FABRICACIÓN MECÁNICA	2024.49	3872
COSTES EVITABLES	MONTAJE MECÁNICO	2024.49	1440.6
COSTES EVITABLES PROVEEDORES	MONTAJE MECÁNICO	2024.49	686
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2024.49	78.55
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2024.06	27239.52
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2024.06	34330.61
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2024.06	10167.78
GESTION Y COORDINACION	MONTAJE MECÁNICO	2024.06	1171.18
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2024.06	2312.46
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.06	15000
DISEÑO HARDWARE	DISEÑO NR	2024.06	2950.12
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.06	4594.08
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.06	16200
DISEÑO SOFTWARE	ROBÓTICA	2024.06	12828.59
ROBCAD	ROBCAD	2024.06	25688.43
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.06	114750
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.06	115850
DESMONTAJE	MONTAJE MECÁNICO	2024.06	19800
DESMONTAJE	MONTAJE MECÁNICO	2024.06	32940
PUESTA EN MARCHA EN PLANTA	DISEÑO ELÉCTRICO	2024.06	140400
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.06	118800
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.06	477996
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.06	128588.98
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.06	17143.5
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.06	1772.55
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.06	3694.55
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.06	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.06	99.9
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.06	79.74
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.06	20693.55
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2024.06	89201.06
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.06	845.24
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.06	23265.13
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.06	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.06	139173.05
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.06	45.34
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.06	3223.6
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.06	89100
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.06	159.48
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.06	109451.95
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2024.06	91571.91
MONTAJE EN SERRA	MATERIAL FLUIDOS	2024.06	496.52
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.06	412.5
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.06	262042.8
FABRICACION UTILES/GARRAS	METROLOGÍA	2024.06	2258.03
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2024.06	87727.74
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.06	534.81
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.06	8040.68
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.06	340
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.06	100715.35
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2024.06	85766.86
GRANDES COMPRAS	MATERIAL MECÁNICO	2024.06	371816.9
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.06	9920.06
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.06	1711.52
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2025.03	58981.44
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2025.03	92961.58
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2025.03	22735.66
GESTION Y COORDINACION	ROBÓTICA	2025.03	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2025.03	6127.3
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2025.03	16500.34
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2025.03	12340.94
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2025.03	15000
DISEÑO HARDWARE	DISEÑO NR	2025.03	10611.33
DISEÑO HARDWARE	MATERIAL MECÁNICO	2025.03	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2025.03	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2025.03	12758.48
DISEÑO SOFTWARE	ROBÓTICA	2025.03	47426.8
ROBCAD	ROBCAD	2025.03	45436.37
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2025.03	9374.72
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2025.03	18000
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2025.03	24871.92
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2025.03	10461.5
PUESTA EN MARCHA EN SERRA	FABRICACIÓN MECÁNICA	2025.03	1141.25
DESMONTAJE	MONTAJE MECÁNICO	2025.03	3960
DESMONTAJE	MONTAJE MECÁNICO	2025.03	6588
DESMONTAJE	INSTALACIÓN E.N.R.	2025.03	1985.44
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2025.03	575.74
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2025.03	437.16
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2025.03	10394.8
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2025.03	477996
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2025.03	21108.92
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2025.03	201099.42
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2025.03	29023.5
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.03	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2025.03	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2025.03	12635.6
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2025.03	3694.55
RECEPCION UTILES	MATERIAL MECÁNICO	2025.03	277.61
RECEPCION UTILES	MATERIAL MECÁNICO	2025.03	2930.33
RECEPCION UTILES	MONTAJE MECÁNICO	2025.03	17351.78
RECEPCION UTILES	MATERIAL FLUIDOS	2025.03	141.6
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2025.03	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2025.03	178.56
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2025.03	5125.69
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2025.03	20693.56
ARMARIOS ELECTRICOS	INSTALACIÓN E.N.R.	2025.03	2649.84
ARMARIOS ELECTRICOS	FABRICACIÓN MECÁNICA	2025.03	21.88
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2025.03	97551.81
ARMARIOS ELECTRICOS	MATERIAL FLUIDOS	2025.03	11.1
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2025.03	874.96
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2025.03	40803.66
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2025.03	17106.5
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2025.03	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2025.03	327229.05
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2025.03	36132.57
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2025.03	201.29
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.03	31.88
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.03	206.05
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.03	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.03	4073.79
MONTAJE EN SERRA	MONTAJE MECÁNICO	2025.03	24931.42
MONTAJE EN SERRA	MONTAJE MECÁNICO	2025.03	32258
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2025.03	13719.54
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2025.03	107160.56
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2025.03	208.33
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2025.03	100815.92
MONTAJE EN SERRA	MATERIAL FLUIDOS	2025.03	2696.35
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.03	27972.75
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.03	496482.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2025.03	4676.79
FABRICACION UTILES/GARRAS	METROLOGÍA	2025.03	13037.16
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2025.03	125263.05
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2025.03	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2025.03	809.14
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2025.03	187.24
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2025.03	667.84
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2025.03	8801.57
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.03	5799
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.03	75.8
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2025.03	3961.76
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2025.03	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2025.03	110264.88
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2025.03	99323.31
GRANDES COMPRAS	MATERIAL MECÁNICO	2025.03	420612.8
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2025.03	9920.06
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2025.03	3693.28
COSTES EVITABLES	FABRICACIÓN MECÁNICA	2025.03	3872
COSTES EVITABLES	MONTAJE MECÁNICO	2025.03	1783.6
COSTES EVITABLES	INSTALACIÓN E.N.R.	2025.03	582.88
COSTES EVITABLES PROVEEDORES	MONTAJE MECÁNICO	2025.03	1029
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2025.03	78.55
COSTES EVITABLES PROVEEDORES	INSTALACIÓN E.N.R.	2025.03	1020.04
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2024.38	41590.92
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2024.38	72974.38
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2024.38	18048.3
GESTION Y COORDINACION	ROBÓTICA	2024.38	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2024.38	3932.1
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2024.38	7028.52
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.38	4101.44
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.38	15000
DISEÑO HARDWARE	DISEÑO NR	2024.38	7150.73
DISEÑO HARDWARE	MATERIAL MECÁNICO	2024.38	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2024.38	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.38	11586.64
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.38	16200
DISEÑO SOFTWARE	ROBÓTICA	2024.38	31217.46
ROBCAD	ROBCAD	2024.38	40878.65
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.38	878.88
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.38	114750
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.38	5075.36
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.38	115850
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2024.38	10461.5
DESMONTAJE	MONTAJE MECÁNICO	2024.38	3960
DESMONTAJE	MONTAJE MECÁNICO	2024.38	6588
PUESTA EN MARCHA EN PLANTA	DISEÑO ELÉCTRICO	2024.38	140400
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.38	425.16
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.38	118800
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.38	477996
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.38	185513.33
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.38	27291
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.38	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.38	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.38	7120.13
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.38	3694.55
RECEPCION UTILES	MONTAJE MECÁNICO	2024.38	12223.9
RECEPCION UTILES	MATERIAL MECÁNICO	2024.38	2892.57
RECEPCION UTILES	MATERIAL FLUIDOS	2024.38	141.6
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.38	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.38	128.52
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.38	3668.49
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.38	20693.56
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2024.38	92353.91
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.38	848.98
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.38	29546.59
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.38	13150.5
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.38	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.38	280974.05
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2024.38	32208
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2024.38	201.29
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.38	31.88
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.38	206.05
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.38	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.38	1940.48
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.38	7952.91
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.38	17820
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.38	8728.63
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.38	109451.96
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2024.38	208.33
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2024.38	77459.1
MONTAJE EN SERRA	MATERIAL FLUIDOS	2024.38	2623.69
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.38	3220.5
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.38	353044.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2024.38	1521.16
FABRICACION UTILES/GARRAS	METROLOGÍA	2024.38	6783.61
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2024.38	94403.96
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.38	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2024.38	809.14
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.38	8
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.38	667.84
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.38	8268.32
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.38	4613
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.38	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.38	106647.54
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2024.38	94036.18
GRANDES COMPRAS	MATERIAL MECÁNICO	2024.38	317873.9
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.38	9920.06
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.38	3693.28
COSTES EVITABLES	FABRICACIÓN MECÁNICA	2024.38	2382
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2024.38	78.55
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2024.19	38298.54
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2024.19	52232.45
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2024.19	14386.3
GESTION Y COORDINACION	ROBÓTICA	2024.19	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2024.19	3589.1
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2024.19	6955.66
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.19	3222.56
